index,elapsed_s,model,series_r,series_l,series_c,impedance_imag_ohm,phase_diff_deg,current_phase_deg,sample_rate_hz,current_amplitude_a,samples_per_period,voltage_pga,impedance_mag_ohm,voltage_amplitude_v,shunt_resistance_ohm,voltage_phase_deg,current_pga,dds_frequency_hz,shunt_range,impedance_real_ohm,captured_cycles
764,131.569245,Series RC,-0.874332,,5.28937949818e-07,-3.008953,-106.202629,95.069564,1000000,0.009032,10.000000,1,3.133409,0.028302,100.000000,168.866928,0,100000,0,-0.874332,50.000000
765,131.742431,Series RC,-0.864819,,5.5878523579e-07,-2.848231,-106.890052,17.641378,1000000,0.009047,10.000000,1,2.976631,0.026931,100.000000,90.751319,0,100000,0,-0.864819,50.000000
766,131.913400,Series RC,-1.061662,,5.13743936192e-07,-3.097943,-108.916542,105.099456,1000000,0.009005,10.000000,1,3.274809,0.029488,100.000000,176.182907,0,100000,0,-1.061662,50.000000
767,132.086274,Series RC,-1.015532,,5.11508152033e-07,-3.111484,-108.075744,-150.477676,1000000,0.009014,10.000000,1,3.273016,0.029503,100.000000,-78.553421,0,100000,0,-1.015532,50.000000
768,132.256389,Series RC,-1.006984,,5.12052050708e-07,-3.108179,-107.951217,-42.896625,1000000,0.009012,10.000000,1,3.267230,0.029444,100.000000,29.152145,0,100000,0,-1.006984,50.000000
769,132.428283,Series RC,-0.908978,,5.72562406435e-07,-2.779696,-108.108070,-132.973236,1000000,0.009027,10.000000,1,2.924543,0.026401,100.000000,-61.081302,0,100000,0,-0.908978,50.000000
770,132.600793,Series RC,-1.070257,,5.20721872132e-07,-3.056429,-109.298500,143.162078,1000000,0.009000,10.000000,1,3.238396,0.029147,100.000000,-146.136398,0,100000,0,-1.070257,50.000000
771,132.773538,Series RC,-0.904410,,5.72411462734e-07,-2.780429,-108.018508,11.574149,1000000,0.009026,10.000000,1,2.923824,0.026390,100.000000,83.555641,0,100000,0,-0.904410,50.000000
772,132.944357,Series RC,-0.884764,,5.67436142124e-07,-2.804808,-107.507637,51.473735,1000000,0.009049,10.000000,1,2.941046,0.026615,100.000000,123.966094,0,100000,0,-0.884764,50.000000
773,133.117270,Series RC,-1.069668,,5.18361251206e-07,-3.070348,-109.207641,-73.603202,1000000,0.009006,10.000000,1,3.251343,0.029282,100.000000,-2.810839,0,100000,0,-1.069668,50.000000
774,133.290019,Series RC,-1.053070,,5.32335645318e-07,-2.989748,-109.403633,109.865219,1000000,0.009001,10.000000,1,3.169786,0.028531,100.000000,-179.538406,0,100000,0,-1.053070,50.000000
775,133.462723,Series RC,-0.904811,,5.72283439217e-07,-2.781051,-108.022224,-96.529998,1000000,0.009028,10.000000,1,2.924539,0.026404,100.000000,-24.552219,0,100000,0,-0.904811,50.000000
776,133.636345,Series RC,-0.885281,,5.71467864116e-07,-2.785020,-107.634025,-58.557189,1000000,0.009028,10.000000,1,2.922338,0.026382,100.000000,13.808787,0,100000,0,-0.885281,50.000000
777,133.808806,Series RC,-0.996140,,5.53162007629e-07,-2.877185,-109.096900,149.646591,1000000,0.009006,10.000000,1,3.044747,0.027420,100.000000,-139.450302,0,100000,0,-0.996140,50.000000
778,133.982247,Series RC,-0.951285,,5.63857163073e-07,-2.822611,-108.625007,8.121139,1000000,0.009013,10.000000,1,2.978603,0.026847,100.000000,79.496131,0,100000,0,-0.951285,50.000000
779,134.153480,Series RC,-1.016990,,5.45424753571e-07,-2.918000,-109.214614,40.324115,1000000,0.009000,10.000000,1,3.090145,0.027810,100.000000,111.109504,0,100000,0,-1.016990,50.000000
780,134.325636,Series RC,-1.022437,,5.44334219695e-07,-2.923846,-109.274177,76.071342,1000000,0.008997,10.000000,1,3.097459,0.027868,100.000000,146.797164,0,100000,0,-1.022437,50.000000
781,134.498928,Series RC,-0.930329,,5.20197322683e-07,-3.059511,-106.913337,133.298446,1000000,0.009024,10.000000,1,3.197830,0.028858,100.000000,-153.614898,0,100000,0,-0.930329,50.000000
782,134.672133,Series RC,-0.850183,,5.32221359394e-07,-2.990390,-105.870712,-122.099494,1000000,0.009031,10.000000,1,3.108898,0.028076,100.000000,-47.970199,0,100000,0,-0.850183,50.000000
783,134.846395,Series RC,-0.917065,,5.69970193766e-07,-2.792338,-108.181304,154.434509,1000000,0.009023,10.000000,1,2.939075,0.026520,100.000000,-133.746810,0,100000,0,-0.917065,50.000000
784,135.018740,Series RC,-0.972688,,5.59567151745e-07,-2.844251,-108.879852,78.757461,1000000,0.009009,10.000000,1,3.005975,0.027080,100.000000,149.877593,0,100000,0,-0.972688,50.000000
785,135.190041,Series RC,-0.873389,,5.59343355485e-07,-2.845389,-107.063812,-90.214523,1000000,0.009045,10.000000,1,2.976415,0.026923,100.000000,-17.278331,0,100000,0,-0.873389,50.000000
786,135.363064,Series RC,-0.922239,,5.1771662374e-07,-3.074171,-106.699035,132.995559,1000000,0.009028,10.000000,1,3.209525,0.028977,100.000000,-153.703506,0,100000,0,-0.922239,50.000000
787,135.535681,Series RC,-1.026694,,5.43022280083e-07,-2.930910,-109.305290,75.857681,1000000,0.009007,10.000000,1,3.105533,0.027973,100.000000,146.552398,0,100000,0,-1.026694,50.000000
788,135.707690,Series RC,-0.924037,,5.69265832957e-07,-2.795793,-108.289230,45.782539,1000000,0.009018,10.000000,1,2.944538,0.026555,100.000000,117.493316,0,100000,0,-0.924037,50.000000
789,135.879854,Series RC,-1.066321,,5.14604061711e-07,-3.092765,-109.023124,69.576019,1000000,0.009003,10.000000,1,3.271427,0.029451,100.000000,140.552886,0,100000,0,-1.066321,50.000000
790,136.052759,Series RC,-0.884822,,5.70008162492e-07,-2.792152,-107.583190,122.126304,1000000,0.009032,10.000000,1,2.928997,0.026455,100.000000,-165.456863,0,100000,0,-0.884822,50.000000
791,136.226182,Series RC,-1.069426,,5.2187355507e-07,-3.049684,-109.324111,35.676090,1000000,0.009001,10.000000,1,3.231756,0.029090,100.000000,106.351974,0,100000,0,-1.069426,50.000000
792,136.398830,Series RC,-0.888360,,5.70934039497e-07,-2.787624,-107.676025,157.542144,1000000,0.009029,10.000000,1,2.925753,0.026417,100.000000,-130.133865,0,100000,0,-0.888360,50.000000
